Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred,
1,2003-04-15,PH,LD003,Head on collision,22,13,Main Road,NORMAL,Y,10,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4131,2012-11-07,PH,LD003,Head on collision,0,280,Main Road,NORMAL,Y,8,Y,Y, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	1,004 "," £	1,004 ",
4132,2012-11-07,PH,LD003,Head on collision,0,130,Main Road,NORMAL,Y,17,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	743 , £	743 ,
4133,2012-11-08,PH,LD003,Head on collision,1,86,Minor Road,NORMAL,Y,10,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	16,154 "," £	16,154 ",
4134,2012-11-08,PH,LD003,Head on collision,1,7,Minor Road,NORMAL,N,21,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4135,2012-11-08,Other,LD003,Head on collision,110,45,Minor Road,WET,Y,13,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4136,2012-11-08,PH,LD003,Head on collision,1,79,Main Road,NORMAL,N,18,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   ," £	67,241 "," £	50,000 ",
4137,2012-11-08,PH,LD003,Head on collision,0,354,Home Address,NORMAL,Y,12,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   ," £	9,518 "," £	9,518 ",
4138,2012-11-09,PH,LD003,Head on collision,0,131,Minor Road,NORMAL,Y,15,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	683 , £	683 ,
4139,2012-11-09,PH,LD003,Head on collision,0,35,Car Park,N/A,Y,12,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4140,2012-11-09,PH,LD003,Head on collision,7,215,Main Road,WET,Y,15,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	26,396 "," £	26,396 ",
4141,2012-11-09,PH,LD003,Head on collision,7,295,Minor Road,NORMAL,Y,18,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , £	-   , £	-   ,
4142,2012-11-10,PH,LD003,Head on collision,0,7,Minor Road,WET,Y,9,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	2,097 "," £	2,097 ",
4143,2012-11-10,PH,LD003,Head on collision,2,73,Main Road,NORMAL,N,17,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	183 , £	183 ,
4144,2012-11-11,PH,LD003,Head on collision,33,18,Minor Road,NORMAL,Y,8,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4145,2012-11-11,Other,LD003,Head on collision,2,209,Main Road,WET,Y,11,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	2,590 "," £	2,590 ",
4146,2012-11-11,TP,LD003,Head on collision,10,209,Main Road,NORMAL,Y,9,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	1,205 "," £	1,205 ",
4147,2012-11-12,Other,LD003,Head on collision,1,51,Main Road,NORMAL,Y,7,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , £	468 , £	468 ,
4148,2012-11-12,NamedDriver,LD003,Head on collision,0,360,Minor Road,NORMAL,N,7,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	6,259 "," £	6,259 ",
4149,2012-11-13,PH,LD003,Head on collision,0,365,Minor Road,NORMAL,Y,9,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	3,276 "," £	3,276 ",
4150,2012-11-13,PH,LD003,Head on collision,0,326,Minor Road,WET,Y,7,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   ," £	1,354 "," £	1,354 ",
4151,2012-11-13,PH,LD003,Head on collision,0,8,Minor Road,NORMAL,N,8,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	5,285 "," £	5,285 ",
4152,2012-11-13,PH,LD003,Head on collision,0,142,Minor Road,NORMAL,Y,8,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	2 , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	743 , £	743 ,
4153,2012-11-14,PH,LD003,Head on collision,0,138,Minor Road,NORMAL,N,17,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	792 , £	792 ,
4154,2012-11-14,PH,LD003,Head on collision,0,2,Main Road,NORMAL,Y,16,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 ," £	8,558 "," £	8,558 ",
4155,2012-11-14,PH,LD003,Head on collision,0,195,Minor Road,WET,Y,10,N,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , £	652 , £	652 ,
4156,2012-11-14,PH,LD003,Head on collision,0,270,Minor Road,NORMAL,N,7,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	8,447 "," £	8,447 ",
4157,2012-11-15,PH,LD003,Head on collision,1,116,Main Road,NORMAL,N,0,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	2 , 	3 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	4 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	5 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	85,335 "," £	50,000 ",
4158,2012-11-15,PH,LD003,Head on collision,0,214,Main Road,NORMAL,N,15,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4159,2012-11-15,PH,LD003,Head on collision,0,83,Minor Road,WET,N,7,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	7,268 "," £	7,268 ",
4160,2012-11-15,PH,LD003,Head on collision,0,250,Minor Road,NORMAL,N,16,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	2 , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	17,841 "," £	17,841 ",
4161,2012-11-16,PH,LD003,Head on collision,0,154,Main Road,WET,N,17,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , £	23 , £	23 ,
4162,2012-11-16,PH,LD003,Head on collision,1,13,Minor Road,NORMAL,Y,15,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	2,742 "," £	2,742 ",
4163,2012-11-16,PH,LD003,Head on collision,4,289,Main Road,WET,Y,15,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	2,398 "," £	2,398 ",
4164,2012-11-16,PH,LD003,Head on collision,75,315,Main Road,NORMAL,Y,19,N,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   ," £	4,890 "," £	4,890 ",
4165,2012-11-17,PH,LD003,Head on collision,0,95,Minor Road,NORMAL,N,15,Y,N, 	1 , 	1 , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	12,215 "," £	12,215 ",
4166,2012-11-18,PH,LD003,Head on collision,0,65,Minor Road,NORMAL,Y,11,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	818 , £	818 ,
4167,2012-11-18,PH,LD003,Head on collision,1,319,Minor Road,NORMAL,Y,12,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4168,2012-11-18,Other,LD003,Head on collision,10,109,Minor Road,NORMAL,Y,10,N,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4169,2012-11-18,PH,LD003,Head on collision,10,45,Minor Road,NORMAL,Y,9,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4170,2012-11-19,PH,LD003,Head on collision,1,115,Minor Road,NORMAL,N,15,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	1,738 "," £	1,738 ",
4171,2012-11-19,PH,LD003,Head on collision,0,41,Minor Road,NORMAL,N,8,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	3,223 "," £	3,223 ",
4172,2012-11-19,PH,LD003,Head on collision,0,155,Main Road,WET,Y,13,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	316 , £	316 ,
4173,2012-11-19,PH,LD003,Head on collision,0,26,Minor Road,WET,N,16,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   ," £	5,026 "," £	5,026 ",
4174,2012-11-19,PH,LD003,Head on collision,1,93,Minor Road,WET,N,14,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	1 , 	-   , 	-   , 	2 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 ," £	25,443 "," £	25,443 ",
4175,2012-11-20,NamedDriver,LD003,Head on collision,0,101,Minor Road,WET,N,15,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	12,751 "," £	12,751 ",
4176,2012-11-21,PH,LD003,Head on collision,0,216,Minor Road,WET,Y,10,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	351 , £	351 ,
4177,2012-11-21,Other,LD003,Head on collision,26,20,n/k,N/K,n/k,0,Other,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	28 , £	28 ,
4178,2012-11-21,PH,LD003,Head on collision,1,60,Main Road,WET,N,20,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4179,2012-11-21,PH,LD003,Head on collision,0,338,Main Road,WET,N,8,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	16,658 "," £	16,658 ",
4180,2012-11-21,PH,LD003,Head on collision,2,107,Minor Road,WET,Y,8,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , £	-   , £	-   ,
4181,2012-11-22,PH,LD003,Head on collision,1,261,Minor Road,NORMAL,Y,10,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4182,2012-11-23,PH,LD003,Head on collision,0,2,Minor Road,NORMAL,N,8,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4183,2012-11-23,PH,LD003,Head on collision,0,61,Minor Road,NORMAL,Y,8,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	5,672 "," £	5,672 ",
4184,2012-11-23,PH,LD003,Head on collision,1,347,Minor Road,NORMAL,N,14,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	25,294 "," £	25,294 ",
4185,2012-11-23,PH,LD003,Head on collision,1,160,Main Road,NORMAL,Y,22,Y,N, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , £	-   , £	-   ,
4186,2012-11-24,NamedDriver,LD003,Head on collision,2,262,Minor Road,WET,Y,12,Y,N, 	1 , 	1 , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   ," £	3,115 "," £	3,115 ",
4187,2012-11-24,PH,LD003,Head on collision,0,8,Minor Road,WET,N,13,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	4,923 "," £	4,923 ",
4188,2012-11-25,PH,LD003,Head on collision,0,299,Minor Road,NORMAL,Y,12,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3 , 	-   , 	-   , 	-   , 	-   , 	-   , 	3 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	25,359 "," £	25,359 ",
4189,2012-11-25,PH,LD003,Head on collision,0,156,Minor Road,WET,N,10,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , £	98 , £	98 ,
4190,2012-11-26,PH,LD003,Head on collision,0,361,Minor Road,WET,Y,16,Y,N, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
4191,2012-11-26,PH,LD003,Head on collision,1,115,Main Road,WET,Y,9,Y,N, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	155 , £	155 ,
